"Date","Chennai","Delhi","Hyderabad","Kolkata","Mumbai"
2013-01-01,366.8,NA,NA,NA,NA
2013-01-01,290.7,NA,NA,NA,NA
2013-01-01,245.4,NA,NA,NA,NA
2013-01-01,220.3,NA,NA,NA,NA
2013-01-01,180.2,NA,NA,NA,NA
2013-01-01,140,NA,NA,NA,NA
2013-01-01,125,NA,NA,NA,NA
2013-01-01,111,NA,NA,NA,NA
2013-01-01,112,NA,NA,NA,NA
2013-01-01,129.4,NA,NA,NA,NA
2013-01-01,184.1,NA,NA,NA,NA
2013-01-01,284.8,NA,NA,NA,NA
2013-01-01,372.3,NA,NA,NA,NA
2013-01-01,456.7,NA,NA,NA,NA
2013-01-01,404.8,NA,NA,NA,NA
2013-01-01,328.1,NA,NA,NA,NA
2013-01-01,274.4,NA,NA,NA,NA
2013-01-01,285,NA,NA,NA,NA
2013-01-01,354.9,NA,NA,NA,NA
2013-01-01,395.5,NA,NA,NA,NA
2013-01-01,392.7,NA,NA,NA,NA
2013-01-01,442.1,NA,NA,NA,NA
2013-01-01,414.5,NA,NA,NA,NA
2013-01-02,391.2,NA,NA,NA,NA
2013-01-02,375.1,NA,NA,NA,NA
2013-01-02,310,NA,NA,NA,NA
2013-01-02,NA,NA,NA,NA,NA
2013-01-02,NA,NA,NA,NA,NA
2013-01-02,181.9,NA,NA,NA,NA
2013-01-02,152.5,NA,NA,NA,NA
2013-01-02,130.7,NA,NA,NA,NA
2013-01-02,127.8,NA,NA,NA,NA
2013-01-02,142.4,NA,NA,NA,NA
2013-01-02,190.3,NA,NA,NA,NA
2013-01-02,197.1,NA,NA,NA,NA
2013-01-02,243.1,NA,NA,NA,NA
2013-01-02,271.5,NA,NA,NA,NA
2013-01-02,246.1,NA,NA,NA,NA
2013-01-02,189.9,NA,NA,NA,NA
2013-01-02,162.1,NA,NA,NA,NA
2013-01-02,178.4,NA,NA,NA,NA
2013-01-02,201.5,NA,NA,NA,NA
2013-01-02,253.3,NA,NA,NA,NA
2013-01-02,289.7,NA,NA,NA,NA
2013-01-02,358,NA,NA,NA,NA
2013-01-02,380.7,NA,NA,NA,NA
2013-01-02,300,NA,NA,NA,NA
2013-01-03,202.4,NA,NA,NA,NA
2013-01-03,150.5,NA,NA,NA,NA
2013-01-03,130.9,NA,NA,NA,NA
2013-01-03,128.8,NA,NA,NA,NA
2013-01-03,110.5,NA,NA,NA,NA
2013-01-03,92.2,NA,NA,NA,NA
2013-01-03,108,NA,NA,NA,NA
2013-01-03,93.9,NA,NA,NA,NA
2013-01-03,92.8,NA,NA,NA,NA
2013-01-03,107.9,NA,NA,NA,NA
2013-01-03,163.5,NA,NA,NA,NA
2013-01-03,186.9,NA,NA,NA,NA
2013-01-03,226.5,NA,NA,NA,NA
2013-01-03,233.1,NA,NA,NA,NA
2013-01-03,230.9,NA,NA,NA,NA
2013-01-03,172.2,NA,NA,NA,NA
2013-01-03,163.3,NA,NA,NA,NA
2013-01-03,180.1,NA,NA,NA,NA
2013-01-03,184.5,NA,NA,NA,NA
2013-01-03,235.5,NA,NA,NA,NA
2013-01-03,274.4,NA,NA,NA,NA
2013-01-03,321.2,NA,NA,NA,NA
2013-01-03,307.5,NA,NA,NA,NA
2013-01-03,275,NA,NA,NA,NA
2013-01-04,303.3,NA,NA,NA,NA
2013-01-04,293.5,NA,NA,NA,NA
2013-01-04,282.8,NA,NA,NA,NA
2013-01-04,217.4,NA,NA,NA,NA
2013-01-04,127.8,NA,NA,NA,NA
2013-01-04,96.6,NA,NA,NA,NA
2013-01-04,91.3,NA,NA,NA,NA
2013-01-04,96.3,NA,NA,NA,NA
2013-01-04,101.5,NA,NA,NA,NA
2013-01-04,111.7,NA,NA,NA,NA
2013-01-04,168.6,NA,NA,NA,NA
2013-01-04,247.4,NA,NA,NA,NA
2013-01-04,309.7,NA,NA,NA,NA
2013-01-04,319,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-04,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-05,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,NA,NA,NA,NA,NA
2013-01-06,297.1,NA,NA,NA,NA
2013-01-07,271,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,NA,NA,NA,NA,NA
2013-01-07,214.7,NA,NA,NA,NA
2013-01-07,238.5,NA,NA,NA,NA
2013-01-07,254.1,NA,NA,NA,NA
2013-01-07,199.4,NA,NA,NA,NA
2013-01-07,164.2,NA,NA,NA,NA
2013-01-07,154,NA,NA,NA,NA
2013-01-07,157.7,NA,NA,NA,NA
2013-01-07,210.3,NA,NA,NA,NA
2013-01-07,260.4,NA,NA,NA,NA
2013-01-07,335.8,NA,NA,NA,NA
2013-01-07,379.3,NA,NA,NA,NA
2013-01-07,459.4,NA,NA,NA,NA
2013-01-07,398.1,NA,NA,NA,NA
2013-01-08,397,NA,NA,NA,NA
2013-01-08,353.7,NA,NA,NA,NA
2013-01-08,306.4,NA,NA,NA,NA
2013-01-08,254.3,NA,NA,NA,NA
2013-01-08,203.1,NA,NA,NA,NA
2013-01-08,176.7,NA,NA,NA,NA
2013-01-08,173.4,NA,NA,NA,NA
2013-01-08,192.6,NA,NA,NA,NA
2013-01-08,203.3,NA,NA,NA,NA
2013-01-08,236.2,NA,NA,NA,NA
2013-01-08,265,NA,NA,NA,NA
2013-01-08,248.5,NA,NA,NA,NA
2013-01-08,211.8,NA,NA,NA,NA
2013-01-08,167.7,NA,NA,NA,NA
2013-01-08,149.9,NA,NA,NA,NA
2013-01-08,147,NA,NA,NA,NA
2013-01-08,133.3,NA,NA,NA,NA
2013-01-08,139.2,NA,NA,NA,NA
2013-01-08,171.6,NA,NA,NA,NA
2013-01-08,207.8,NA,NA,NA,NA
2013-01-08,233.2,NA,NA,NA,NA
2013-01-08,250.1,NA,NA,NA,NA
2013-01-08,265.5,NA,NA,NA,NA
2013-01-08,269.7,NA,NA,NA,NA
2013-01-09,238.9,NA,NA,NA,NA
2013-01-09,251,NA,NA,NA,NA
2013-01-09,250,NA,NA,NA,NA
2013-01-09,235.4,NA,NA,NA,NA
2013-01-09,226.2,NA,NA,NA,NA
2013-01-09,217.7,NA,NA,NA,NA
2013-01-09,239.2,NA,NA,NA,NA
2013-01-09,229,NA,NA,NA,NA
2013-01-09,245.3,NA,NA,NA,NA
2013-01-09,274.8,NA,NA,NA,NA
2013-01-09,256.8,NA,NA,NA,NA
2013-01-09,235.4,NA,NA,NA,NA
2013-01-09,172.5,NA,NA,NA,NA
2013-01-09,148.4,NA,NA,NA,NA
2013-01-09,98.5,NA,NA,NA,NA
2013-01-09,77.5,NA,NA,NA,NA
2013-01-09,71.1,NA,NA,NA,NA
2013-01-09,75.2,NA,NA,NA,NA
2013-01-09,109,NA,NA,NA,NA
2013-01-09,167.3,NA,NA,NA,NA
2013-01-09,242.2,NA,NA,NA,NA
2013-01-09,294,NA,NA,NA,NA
2013-01-09,238.8,NA,NA,NA,NA
2013-01-09,221.3,NA,NA,NA,NA
2013-01-10,210.9,NA,NA,NA,NA
2013-01-10,207.1,NA,NA,NA,NA
2013-01-10,180,NA,NA,NA,NA
2013-01-10,167.7,NA,NA,NA,NA
2013-01-10,164.5,NA,NA,NA,NA
2013-01-10,171.1,NA,NA,NA,NA
2013-01-10,172.2,NA,NA,NA,NA
2013-01-10,176.3,NA,NA,NA,NA
2013-01-10,195.8,NA,NA,NA,NA
2013-01-10,204.9,NA,NA,NA,NA
2013-01-10,188.5,NA,NA,NA,NA
2013-01-10,164.4,NA,NA,NA,NA
2013-01-10,127.2,NA,NA,NA,NA
2013-01-10,114.5,NA,NA,NA,NA
2013-01-10,92.4,NA,NA,NA,NA
2013-01-10,82.2,NA,NA,NA,NA
2013-01-10,57.6,NA,NA,NA,NA
2013-01-10,67.7,NA,NA,NA,NA
2013-01-10,92.1,NA,NA,NA,NA
2013-01-10,126.3,NA,NA,NA,NA
2013-01-10,189.3,NA,NA,NA,NA
2013-01-10,219.3,NA,NA,NA,NA
2013-01-10,192.2,NA,NA,NA,NA
2013-01-10,152.8,NA,NA,NA,NA
2013-01-11,120.3,NA,NA,NA,NA
2013-01-11,98.5,NA,NA,NA,NA
2013-01-11,118.9,NA,NA,NA,NA
2013-01-11,117.6,NA,NA,NA,NA
2013-01-11,112.5,NA,NA,NA,NA
2013-01-11,119.1,NA,NA,NA,NA
2013-01-11,120.9,NA,NA,NA,NA
2013-01-11,134.5,NA,NA,NA,NA
2013-01-11,142.7,NA,NA,NA,NA
2013-01-11,165.9,NA,NA,NA,NA
2013-01-11,161.7,NA,NA,NA,NA
2013-01-11,128.8,NA,NA,NA,NA
2013-01-11,111.4,NA,NA,NA,NA
2013-01-11,102.2,NA,NA,NA,NA
2013-01-11,76.9,NA,NA,NA,NA
2013-01-11,61.1,NA,NA,NA,NA
2013-01-11,63.6,NA,NA,NA,NA
2013-01-11,73.5,NA,NA,NA,NA
2013-01-11,96.4,NA,NA,NA,NA
2013-01-11,133.2,NA,NA,NA,NA
2013-01-11,181.7,NA,NA,NA,NA
2013-01-11,232.2,NA,NA,NA,NA
2013-01-11,208.1,NA,NA,NA,NA
2013-01-11,223.6,NA,NA,NA,NA
2013-01-12,229.9,NA,NA,NA,NA
2013-01-12,202.4,NA,NA,NA,NA
2013-01-12,222.3,NA,NA,NA,NA
2013-01-12,226.2,NA,NA,NA,NA
2013-01-12,215,NA,NA,NA,NA
2013-01-12,222.8,NA,NA,NA,NA
2013-01-12,326.2,NA,NA,NA,NA
2013-01-12,246.9,NA,NA,NA,NA
2013-01-12,234.3,NA,NA,NA,NA
2013-01-12,277.7,NA,NA,NA,NA
2013-01-12,228.8,NA,NA,NA,NA
2013-01-12,198.4,NA,NA,NA,NA
2013-01-12,173.5,NA,NA,NA,NA
2013-01-12,126.6,NA,NA,NA,NA
2013-01-12,138.3,NA,NA,NA,NA
2013-01-12,183.1,NA,NA,NA,NA
2013-01-12,155.4,NA,NA,NA,NA
2013-01-12,132.9,NA,NA,NA,NA
2013-01-12,134.1,NA,NA,NA,NA
2013-01-12,181.9,NA,NA,NA,NA
2013-01-12,259.1,NA,NA,NA,NA
2013-01-12,366.7,NA,NA,NA,NA
2013-01-12,361.4,NA,NA,NA,NA
2013-01-12,338,NA,NA,NA,NA
2013-01-13,320.9,NA,NA,NA,NA
2013-01-13,278.3,NA,NA,NA,NA
2013-01-13,269.8,NA,NA,NA,NA
2013-01-13,278.7,NA,NA,NA,NA
2013-01-13,259.2,NA,NA,NA,NA
2013-01-13,234.1,NA,NA,NA,NA
2013-01-13,236.7,NA,NA,NA,NA
2013-01-13,245.9,NA,NA,NA,NA
2013-01-13,247.2,NA,NA,NA,NA
2013-01-13,279.6,NA,NA,NA,NA
2013-01-13,294.1,NA,NA,NA,NA
2013-01-13,195.5,NA,NA,NA,NA
2013-01-13,161.7,NA,NA,NA,NA
2013-01-13,172.7,NA,NA,NA,NA
2013-01-13,195.8,NA,NA,NA,NA
2013-01-13,181,NA,NA,NA,NA
2013-01-13,200.8,NA,NA,NA,NA
2013-01-13,281,NA,NA,NA,NA
2013-01-13,325.6,NA,NA,NA,NA
2013-01-13,362.9,NA,NA,NA,NA
2013-01-13,391.2,NA,NA,NA,NA
2013-01-13,426.9,NA,NA,NA,NA
2013-01-13,494.1,NA,NA,NA,NA
2013-01-13,511.7,NA,NA,NA,NA
2013-01-14,545,NA,NA,NA,NA
2013-01-14,474.5,NA,NA,NA,NA
2013-01-14,463,NA,NA,NA,NA
2013-01-14,407.9,NA,NA,NA,NA
2013-01-14,377.3,NA,NA,NA,NA
2013-01-14,353.6,NA,NA,NA,NA
2013-01-14,331.1,NA,NA,NA,NA
2013-01-14,275.1,NA,NA,NA,NA
2013-01-14,249.1,NA,NA,NA,NA
2013-01-14,250,NA,NA,NA,NA
2013-01-14,NA,NA,NA,NA,NA
2013-01-14,NA,NA,NA,NA,NA
2013-01-14,NA,NA,NA,NA,NA
2013-01-14,NA,NA,NA,NA,NA
2013-01-14,NA,NA,NA,NA,NA
2013-01-14,NA,NA,NA,NA,NA
2013-01-14,NA,NA,NA,NA,NA
2013-01-14,204.9,NA,NA,NA,NA
2013-01-14,221.3,NA,NA,NA,NA
2013-01-14,266.4,NA,NA,NA,NA
2013-01-14,259.9,NA,NA,NA,NA
2013-01-14,290.9,NA,NA,NA,NA
2013-01-14,368.2,NA,NA,NA,NA
2013-01-14,345.6,NA,NA,NA,NA
2013-01-15,378.2,NA,NA,NA,NA
2013-01-15,325.8,NA,NA,NA,NA
2013-01-15,341.5,NA,NA,NA,NA
2013-01-15,406,NA,NA,NA,NA
2013-01-15,416.3,NA,NA,NA,NA
2013-01-15,360.9,NA,NA,NA,NA
2013-01-15,319.7,NA,NA,NA,NA
2013-01-15,330.8,NA,NA,NA,NA
2013-01-15,344.3,NA,NA,NA,NA
2013-01-15,378.7,NA,NA,NA,NA
2013-01-15,395.5,NA,NA,NA,NA
2013-01-15,307.6,NA,NA,NA,NA
2013-01-15,301.2,NA,NA,NA,NA
2013-01-15,283.3,NA,NA,NA,NA
2013-01-15,186.1,NA,NA,NA,NA
2013-01-15,143.8,NA,NA,NA,NA
2013-01-15,113.2,NA,NA,NA,NA
2013-01-15,116.3,NA,NA,NA,NA
2013-01-15,122.9,NA,NA,NA,NA
2013-01-15,151.1,NA,NA,NA,NA
2013-01-15,196.8,NA,NA,NA,NA
2013-01-15,223.2,NA,NA,NA,NA
2013-01-15,241.3,NA,NA,NA,NA
2013-01-15,261.3,NA,NA,NA,NA
2013-01-16,276.9,NA,NA,NA,NA
2013-01-16,264.7,NA,NA,NA,NA
2013-01-16,303.3,NA,NA,NA,NA
2013-01-16,322.1,NA,NA,NA,NA
2013-01-16,323.3,NA,NA,NA,NA
2013-01-16,313.2,NA,NA,NA,NA
2013-01-16,301.2,NA,NA,NA,NA
2013-01-16,289.8,NA,NA,NA,NA
2013-01-16,287.7,NA,NA,NA,NA
2013-01-16,300.7,NA,NA,NA,NA
2013-01-16,333.8,NA,NA,NA,NA
2013-01-16,NA,NA,NA,NA,NA
2013-01-16,NA,NA,NA,NA,NA
2013-01-16,205.7,NA,NA,NA,NA
2013-01-16,188.4,NA,NA,NA,NA
2013-01-16,179.7,NA,NA,NA,NA
2013-01-16,178.8,NA,NA,NA,NA
2013-01-16,212.4,NA,NA,NA,NA
2013-01-16,180.6,NA,NA,NA,NA
2013-01-16,205,NA,NA,NA,NA
2013-01-16,259.1,NA,NA,NA,NA
2013-01-16,299.9,NA,NA,NA,NA
2013-01-16,314.1,NA,NA,NA,NA
2013-01-16,355.2,NA,NA,NA,NA
2013-01-17,368.9,NA,NA,NA,NA
2013-01-17,341.4,NA,NA,NA,NA
2013-01-17,331.4,NA,NA,NA,NA
2013-01-17,309.3,NA,NA,NA,NA
2013-01-17,286.7,NA,NA,NA,NA
2013-01-17,282.1,NA,NA,NA,NA
2013-01-17,270.1,NA,NA,NA,NA
2013-01-17,258.5,NA,NA,NA,NA
2013-01-17,253,NA,NA,NA,NA
2013-01-17,267.9,NA,NA,NA,NA
2013-01-17,293,NA,NA,NA,NA
2013-01-17,306.3,NA,NA,NA,NA
2013-01-17,307.2,NA,NA,NA,NA
2013-01-17,268.8,NA,NA,NA,NA
2013-01-17,234.7,NA,NA,NA,NA
2013-01-17,163.8,NA,NA,NA,NA
2013-01-17,121.3,NA,NA,NA,NA
2013-01-17,98.7,NA,NA,NA,NA
2013-01-17,82.5,NA,NA,NA,NA
2013-01-17,89.9,NA,NA,NA,NA
2013-01-17,101.2,NA,NA,NA,NA
2013-01-17,91,NA,NA,NA,NA
2013-01-17,86.7,NA,NA,NA,NA
2013-01-17,33.7,NA,NA,NA,NA
2013-01-18,53.9,NA,NA,NA,NA
2013-01-18,26.3,NA,NA,NA,NA
2013-01-18,18.1,NA,NA,NA,NA
2013-01-18,31.5,NA,NA,NA,NA
2013-01-18,24.9,NA,NA,NA,NA
2013-01-18,23.7,NA,NA,NA,NA
2013-01-18,32.5,NA,NA,NA,NA
2013-01-18,26.1,NA,NA,NA,NA
2013-01-18,29,NA,NA,NA,NA
2013-01-18,42.7,NA,NA,NA,NA
2013-01-18,51.6,NA,NA,NA,NA
2013-01-18,59.9,NA,NA,NA,NA
2013-01-18,72.8,NA,NA,NA,NA
2013-01-18,94.3,NA,NA,NA,NA
2013-01-18,70.7,NA,NA,NA,NA
2013-01-18,52.2,NA,NA,NA,NA
2013-01-18,28.7,NA,NA,NA,NA
2013-01-18,25.4,NA,NA,NA,NA
2013-01-18,30.7,NA,NA,NA,NA
2013-01-18,39.7,NA,NA,NA,NA
2013-01-18,50.2,NA,NA,NA,NA
2013-01-18,79.4,NA,NA,NA,NA
2013-01-18,85.1,NA,NA,NA,NA
2013-01-18,98.4,NA,NA,NA,NA
2013-01-19,91.1,NA,NA,NA,NA
2013-01-19,94.2,NA,NA,NA,NA
2013-01-19,110.3,NA,NA,NA,NA
2013-01-19,113.8,NA,NA,NA,NA
2013-01-19,111.7,NA,NA,NA,NA
2013-01-19,121.1,NA,NA,NA,NA
2013-01-19,121,NA,NA,NA,NA
2013-01-19,108.7,NA,NA,NA,NA
2013-01-19,118.5,NA,NA,NA,NA
2013-01-19,138.9,NA,NA,NA,NA
2013-01-19,150.6,NA,NA,NA,NA
2013-01-19,143.1,NA,NA,NA,NA
2013-01-19,104.6,NA,NA,NA,NA
2013-01-19,84.7,NA,NA,NA,NA
2013-01-19,54.6,NA,NA,NA,NA
2013-01-19,50.2,NA,NA,NA,NA
2013-01-19,52.6,NA,NA,NA,NA
2013-01-19,48.4,NA,NA,NA,NA
2013-01-19,68.4,NA,NA,NA,NA
2013-01-19,102,NA,NA,NA,NA
2013-01-19,143.3,NA,NA,NA,NA
2013-01-19,170.6,NA,NA,NA,NA
2013-01-19,140.6,NA,NA,NA,NA
2013-01-19,149,NA,NA,NA,NA
2013-01-20,161,NA,NA,NA,NA
2013-01-20,135.6,NA,NA,NA,NA
2013-01-20,141.5,NA,NA,NA,NA
2013-01-20,121.4,NA,NA,NA,NA
2013-01-20,113.4,NA,NA,NA,NA
2013-01-20,104.7,NA,NA,NA,NA
2013-01-20,100.6,NA,NA,NA,NA
2013-01-20,94.7,NA,NA,NA,NA
2013-01-20,91.7,NA,NA,NA,NA
2013-01-20,101.8,NA,NA,NA,NA
2013-01-20,113.3,NA,NA,NA,NA
2013-01-20,128.9,NA,NA,NA,NA
2013-01-20,112.6,NA,NA,NA,NA
2013-01-20,92.7,NA,NA,NA,NA
2013-01-20,74.5,NA,NA,NA,NA
2013-01-20,67.6,NA,NA,NA,NA
2013-01-20,63.3,NA,NA,NA,NA
2013-01-20,67.1,NA,NA,NA,NA
2013-01-20,69.1,NA,NA,NA,NA
2013-01-20,86.2,NA,NA,NA,NA
2013-01-20,119.5,NA,NA,NA,NA
2013-01-20,164.5,NA,NA,NA,NA
2013-01-20,132.5,NA,NA,NA,NA
2013-01-20,124.8,NA,NA,NA,NA
2013-01-21,108.6,NA,NA,NA,NA
2013-01-21,114.6,NA,NA,NA,NA
2013-01-21,95.1,NA,NA,NA,NA
2013-01-21,84.4,NA,NA,NA,NA
2013-01-21,90.6,NA,NA,NA,NA
2013-01-21,98.2,NA,NA,NA,NA
2013-01-21,103.6,NA,NA,NA,NA
2013-01-21,139.1,NA,NA,NA,NA
2013-01-21,167.6,NA,NA,NA,NA
2013-01-21,174.4,NA,NA,NA,NA
2013-01-21,165.3,NA,NA,NA,NA
2013-01-21,141,NA,NA,NA,NA
2013-01-21,125.5,NA,NA,NA,NA
2013-01-21,103.9,NA,NA,NA,NA
2013-01-21,74.9,NA,NA,NA,NA
2013-01-21,59.8,NA,NA,NA,NA
2013-01-21,57.4,NA,NA,NA,NA
2013-01-21,63.3,NA,NA,NA,NA
2013-01-21,70.5,NA,NA,NA,NA
2013-01-21,119.1,NA,NA,NA,NA
2013-01-21,177.3,NA,NA,NA,NA
2013-01-21,219.7,NA,NA,NA,NA
2013-01-21,229.6,NA,NA,NA,NA
2013-01-21,237.9,NA,NA,NA,NA
2013-01-22,234.8,NA,NA,NA,NA
2013-01-22,218.6,NA,NA,NA,NA
2013-01-22,211.3,NA,NA,NA,NA
2013-01-22,189.4,NA,NA,NA,NA
2013-01-22,180.4,NA,NA,NA,NA
2013-01-22,158.4,NA,NA,NA,NA
2013-01-22,151.2,NA,NA,NA,NA
2013-01-22,169.5,NA,NA,NA,NA
2013-01-22,216.2,NA,NA,NA,NA
2013-01-22,238.6,NA,NA,NA,NA
2013-01-22,150.4,NA,NA,NA,NA
2013-01-22,115.7,NA,NA,NA,NA
2013-01-22,96.8,NA,NA,NA,NA
2013-01-22,79.1,NA,NA,NA,NA
2013-01-22,66.7,NA,NA,NA,NA
2013-01-22,64.5,NA,NA,NA,NA
2013-01-22,85.5,NA,NA,NA,NA
2013-01-22,99.4,NA,NA,NA,NA
2013-01-22,121.4,NA,NA,NA,NA
2013-01-22,181.7,NA,NA,NA,NA
2013-01-22,275.9,NA,NA,NA,NA
2013-01-22,374.9,NA,NA,NA,NA
2013-01-22,332,NA,NA,NA,NA
2013-01-22,291,NA,NA,NA,NA
2013-01-23,265.8,NA,NA,NA,NA
2013-01-23,278.5,NA,NA,NA,NA
2013-01-23,311.5,NA,NA,NA,NA
2013-01-23,334.8,NA,NA,NA,NA
2013-01-23,390.1,NA,NA,NA,NA
2013-01-23,455.7,NA,NA,NA,NA
2013-01-23,337,NA,NA,NA,NA
2013-01-23,285.6,NA,NA,NA,NA
2013-01-23,280.9,NA,NA,NA,NA
2013-01-23,294.6,NA,NA,NA,NA
2013-01-23,318.7,NA,NA,NA,NA
2013-01-23,223,NA,NA,NA,NA
2013-01-23,143.2,NA,NA,NA,NA
2013-01-23,106.6,NA,NA,NA,NA
2013-01-23,88.3,NA,NA,NA,NA
2013-01-23,91.5,NA,NA,NA,NA
2013-01-23,84.8,NA,NA,NA,NA
2013-01-23,82.3,NA,NA,NA,NA
2013-01-23,89.5,NA,NA,NA,NA
2013-01-23,140,NA,NA,NA,NA
2013-01-23,220.3,NA,NA,NA,NA
2013-01-23,266.4,NA,NA,NA,NA
2013-01-23,313,NA,NA,NA,NA
2013-01-23,354.3,NA,NA,NA,NA
2013-01-24,395.7,NA,NA,NA,NA
2013-01-24,378.5,NA,NA,NA,NA
2013-01-24,353.2,NA,NA,NA,NA
2013-01-24,277.1,NA,NA,NA,NA
2013-01-24,263.9,NA,NA,NA,NA
2013-01-24,248.6,NA,NA,NA,NA
2013-01-24,229.4,NA,NA,NA,NA
2013-01-24,212.8,NA,NA,NA,NA
2013-01-24,255.5,NA,NA,NA,NA
2013-01-24,196.3,NA,NA,NA,NA
2013-01-24,188.4,NA,NA,NA,NA
2013-01-24,190.2,NA,NA,NA,NA
2013-01-24,144.1,NA,NA,NA,NA
2013-01-24,181.3,NA,NA,NA,NA
2013-01-24,144.1,NA,NA,NA,NA
2013-01-24,116.5,NA,NA,NA,NA
2013-01-24,85.3,NA,NA,NA,NA
2013-01-24,89.8,NA,NA,NA,NA
2013-01-24,103.8,NA,NA,NA,NA
2013-01-24,169.7,NA,NA,NA,NA
2013-01-24,234.7,NA,NA,NA,NA
2013-01-24,293.1,NA,NA,NA,NA
2013-01-24,268.7,NA,NA,NA,NA
2013-01-24,263.9,NA,NA,NA,NA
2013-01-25,249.8,NA,NA,NA,NA
2013-01-25,250.1,NA,NA,NA,NA
2013-01-25,285.6,NA,NA,NA,NA
2013-01-25,227.8,NA,NA,NA,NA
2013-01-25,213.2,NA,NA,NA,NA
2013-01-25,216.7,NA,NA,NA,NA
2013-01-25,227,NA,NA,NA,NA
2013-01-25,240.5,NA,NA,NA,NA
2013-01-25,258.8,NA,NA,NA,NA
2013-01-25,241.6,NA,NA,NA,NA
2013-01-25,207.7,NA,NA,NA,NA
2013-01-25,162,NA,NA,NA,NA
2013-01-25,121.9,NA,NA,NA,NA
2013-01-25,81.8,NA,NA,NA,NA
2013-01-25,66.4,NA,NA,NA,NA
2013-01-25,58.3,NA,NA,NA,NA
2013-01-25,50.8,NA,NA,NA,NA
2013-01-25,62.9,NA,NA,NA,NA
2013-01-25,91,NA,NA,NA,NA
2013-01-25,146.1,NA,NA,NA,NA
2013-01-25,197.6,NA,NA,NA,NA
2013-01-25,221,NA,NA,NA,NA
2013-01-25,255.6,NA,NA,NA,NA
2013-01-25,210.1,NA,NA,NA,NA
2013-01-26,185.4,NA,NA,NA,NA
2013-01-26,175.8,NA,NA,NA,NA
2013-01-26,160.1,NA,NA,NA,NA
2013-01-26,148.6,NA,NA,NA,NA
2013-01-26,143.9,NA,NA,NA,NA
2013-01-26,143.6,NA,NA,NA,NA
2013-01-26,152.4,NA,NA,NA,NA
2013-01-26,173.5,NA,NA,NA,NA
2013-01-26,212.9,NA,NA,NA,NA
2013-01-26,135.7,NA,NA,NA,NA
2013-01-26,118.6,NA,NA,NA,NA
2013-01-26,113.9,NA,NA,NA,NA
2013-01-26,112,NA,NA,NA,NA
2013-01-26,99,NA,NA,NA,NA
2013-01-26,86.1,NA,NA,NA,NA
2013-01-26,87.2,NA,NA,NA,NA
