"Date","Time","Chennai","Delhi","Hyderabad","Kolkata","Mumbai"
"4/1/2013","10:00 PM",NA,NA,NA,NA,NA
"4/1/2013","11:00 PM",NA,NA,NA,NA,NA
"04/01/2013","11:59 PM",NA,NA,NA,NA,NA
"5/1/2013","1:00 AM",NA,NA,NA,NA,NA
"5/1/2013","2:00 AM",NA,NA,NA,NA,NA
"5/1/2013","3:00 AM",NA,NA,NA,NA,NA
"5/1/2013","4:00 AM",NA,NA,NA,NA,NA
"5/1/2013","5:00 AM",NA,NA,NA,NA,NA
"5/1/2013","6:00 AM",NA,NA,NA,NA,NA
"5/1/2013","7:00 AM",NA,NA,NA,NA,NA
"5/1/2013","8:00 AM",NA,NA,NA,NA,NA
"5/1/2013","9:00 AM",NA,NA,NA,NA,NA
"5/1/2013","10:00 AM",NA,NA,NA,NA,NA
"5/1/2013","11:00 AM",NA,NA,NA,NA,NA
"5/1/2013","12:00 PM",NA,NA,NA,NA,NA
"5/1/2013","1:00 PM",NA,NA,NA,NA,NA
"5/1/2013","2:00 PM",NA,NA,NA,NA,NA
"5/1/2013","3:00 PM",NA,NA,NA,NA,NA
"5/1/2013","4:00 PM",NA,NA,NA,NA,NA
"5/1/2013","5:00 PM",NA,NA,NA,NA,NA
"5/1/2013","6:00 PM",NA,NA,NA,NA,NA
"5/1/2013","7:00 PM",NA,NA,NA,NA,NA
"5/1/2013","8:00 PM",NA,NA,NA,NA,NA
"5/1/2013","9:00 PM",NA,NA,NA,NA,NA
"5/1/2013","10:00 PM",NA,NA,NA,NA,NA
"5/1/2013","11:00 PM",NA,NA,NA,NA,NA
"05/01/2013","11:59 PM",NA,NA,NA,NA,NA
"6/1/2013","1:00 AM",NA,NA,NA,NA,NA
"6/1/2013","2:00 AM",NA,NA,NA,NA,NA
"6/1/2013","3:00 AM",NA,NA,NA,NA,NA
"6/1/2013","4:00 AM",NA,NA,NA,NA,NA
"6/1/2013","5:00 AM",NA,NA,NA,NA,NA
"6/1/2013","6:00 AM",NA,NA,NA,NA,NA
"6/1/2013","7:00 AM",NA,NA,NA,NA,NA
"6/1/2013","8:00 AM",NA,NA,NA,NA,NA
"6/1/2013","9:00 AM",NA,NA,NA,NA,NA
"6/1/2013","10:00 AM",NA,NA,NA,NA,NA
"6/1/2013","11:00 AM",NA,NA,NA,NA,NA
"6/1/2013","12:00 PM",NA,NA,NA,NA,NA
"6/1/2013","1:00 PM",NA,NA,NA,NA,NA
"6/1/2013","2:00 PM",NA,NA,NA,NA,NA
"6/1/2013","3:00 PM",NA,NA,NA,NA,NA
"6/1/2013","4:00 PM",NA,NA,NA,NA,NA
"6/1/2013","5:00 PM",NA,NA,NA,NA,NA
"6/1/2013","6:00 PM",NA,NA,NA,NA,NA
"6/1/2013","7:00 PM",NA,NA,NA,NA,NA
"6/1/2013","8:00 PM",NA,NA,NA,NA,NA
"6/1/2013","9:00 PM",NA,NA,NA,NA,NA
"6/1/2013","10:00 PM",NA,NA,NA,NA,NA
"6/1/2013","11:00 PM",NA,NA,NA,NA,NA
"06/01/2013","11:59 PM",NA,297.1,NA,NA,NA
"7/1/2013","1:00 AM",NA,271,NA,NA,NA
"7/1/2013","2:00 AM",NA,NA,NA,NA,NA
"7/1/2013","3:00 AM",NA,NA,NA,NA,NA
"7/1/2013","4:00 AM",NA,NA,NA,NA,NA
"7/1/2013","5:00 AM",NA,NA,NA,NA,NA
"7/1/2013","6:00 AM",NA,NA,NA,NA,NA
"7/1/2013","7:00 AM",NA,NA,NA,NA,NA
"7/1/2013","8:00 AM",NA,NA,NA,NA,NA
"7/1/2013","9:00 AM",NA,NA,NA,NA,NA
"7/1/2013","10:00 AM",NA,NA,NA,NA,NA
"7/1/2013","11:00 AM",NA,NA,NA,NA,NA
"7/1/2013","12:00 PM",NA,214.7,NA,NA,NA
"7/1/2013","1:00 PM",NA,238.5,NA,NA,NA
"7/1/2013","2:00 PM",NA,254.1,NA,NA,NA
"7/1/2013","3:00 PM",NA,199.4,NA,NA,NA
"7/1/2013","4:00 PM",NA,164.2,NA,NA,NA
"7/1/2013","5:00 PM",NA,154,NA,NA,NA
"7/1/2013","6:00 PM",NA,157.7,NA,NA,NA
"7/1/2013","7:00 PM",NA,210.3,NA,NA,NA
"7/1/2013","8:00 PM",NA,260.4,NA,NA,NA
"7/1/2013","9:00 PM",NA,335.8,NA,NA,NA
"7/1/2013","10:00 PM",NA,379.3,NA,NA,NA
"7/1/2013","11:00 PM",NA,459.4,NA,NA,NA
"07/01/2013","11:59 PM",NA,398.1,NA,NA,NA
"8/1/2013","1:00 AM",NA,397,NA,NA,NA
"8/1/2013","2:00 AM",NA,353.7,NA,NA,NA
"8/1/2013","3:00 AM",NA,306.4,NA,NA,NA
"8/1/2013","4:00 AM",NA,254.3,NA,NA,NA
"8/1/2013","5:00 AM",NA,203.1,NA,NA,NA
"8/1/2013","6:00 AM",NA,176.7,NA,NA,NA
"8/1/2013","7:00 AM",NA,173.4,NA,NA,NA
"8/1/2013","8:00 AM",NA,192.6,NA,NA,NA
"8/1/2013","9:00 AM",NA,203.3,NA,NA,NA
"8/1/2013","10:00 AM",NA,236.2,NA,NA,NA
"8/1/2013","11:00 AM",NA,265,NA,NA,NA
"8/1/2013","12:00 PM",NA,248.5,NA,NA,NA
"8/1/2013","1:00 PM",NA,211.8,NA,NA,NA
"8/1/2013","2:00 PM",NA,167.7,NA,NA,NA
"8/1/2013","3:00 PM",NA,149.9,NA,NA,NA
"8/1/2013","4:00 PM",NA,147,NA,NA,NA
"8/1/2013","5:00 PM",NA,133.3,NA,NA,NA
"8/1/2013","6:00 PM",NA,139.2,NA,NA,NA
"8/1/2013","7:00 PM",NA,171.6,NA,NA,NA
"8/1/2013","8:00 PM",NA,207.8,NA,NA,NA
"8/1/2013","9:00 PM",NA,233.2,NA,NA,NA
"8/1/2013","10:00 PM",NA,250.1,NA,NA,NA
"8/1/2013","11:00 PM",NA,265.5,NA,NA,NA
"08/01/2013","11:59 PM",NA,269.7,NA,NA,NA
"9/1/2013","1:00 AM",NA,238.9,NA,NA,NA
"9/1/2013","2:00 AM",NA,251,NA,NA,NA
"9/1/2013","3:00 AM",NA,250,NA,NA,NA
"9/1/2013","4:00 AM",NA,235.4,NA,NA,NA
"9/1/2013","5:00 AM",NA,226.2,NA,NA,NA
"9/1/2013","6:00 AM",NA,217.7,NA,NA,NA
"9/1/2013","7:00 AM",NA,239.2,NA,NA,NA
"9/1/2013","8:00 AM",NA,229,NA,NA,NA
"9/1/2013","9:00 AM",NA,245.3,NA,NA,NA
"9/1/2013","10:00 AM",NA,274.8,NA,NA,NA
"9/1/2013","11:00 AM",NA,256.8,NA,NA,NA
"9/1/2013","12:00 PM",NA,235.4,NA,NA,NA
"9/1/2013","1:00 PM",NA,172.5,NA,NA,NA
"9/1/2013","2:00 PM",NA,148.4,NA,NA,NA
"9/1/2013","3:00 PM",NA,98.5,NA,NA,NA
"9/1/2013","4:00 PM",NA,77.5,NA,NA,NA
"9/1/2013","5:00 PM",NA,71.1,NA,NA,NA
"9/1/2013","6:00 PM",NA,75.2,NA,NA,NA
"9/1/2013","7:00 PM",NA,109,NA,NA,NA
"9/1/2013","8:00 PM",NA,167.3,NA,NA,NA
"9/1/2013","9:00 PM",NA,242.2,NA,NA,NA
"9/1/2013","10:00 PM",NA,294,NA,NA,NA
"9/1/2013","11:00 PM",NA,238.8,NA,NA,NA
"09/01/2013","11:59 PM",NA,221.3,NA,NA,NA
"10/1/2013","1:00 AM",NA,210.9,NA,NA,NA
"10/1/2013","2:00 AM",NA,207.1,NA,NA,NA
"10/1/2013","3:00 AM",NA,180,NA,NA,NA
"10/1/2013","4:00 AM",NA,167.7,NA,NA,NA
"10/1/2013","5:00 AM",NA,164.5,NA,NA,NA
"10/1/2013","6:00 AM",NA,171.1,NA,NA,NA
"10/1/2013","7:00 AM",NA,172.2,NA,NA,NA
"10/1/2013","8:00 AM",NA,176.3,NA,NA,NA
"10/1/2013","9:00 AM",NA,195.8,NA,NA,NA
"10/1/2013","10:00 AM",NA,204.9,NA,NA,NA
"10/1/2013","11:00 AM",NA,188.5,NA,NA,NA
"10/1/2013","12:00 PM",NA,164.4,NA,NA,NA
"10/1/2013","1:00 PM",NA,127.2,NA,NA,NA
"10/1/2013","2:00 PM",NA,114.5,NA,NA,NA
"10/1/2013","3:00 PM",NA,92.4,NA,NA,NA
"10/1/2013","4:00 PM",NA,82.2,NA,NA,NA
"10/1/2013","5:00 PM",NA,57.6,NA,NA,NA
"10/1/2013","6:00 PM",NA,67.7,NA,NA,NA
"10/1/2013","7:00 PM",NA,92.1,NA,NA,NA
"10/1/2013","8:00 PM",NA,126.3,NA,NA,NA
"10/1/2013","9:00 PM",NA,189.3,NA,NA,NA
"10/1/2013","10:00 PM",NA,219.3,NA,NA,NA
"10/1/2013","11:00 PM",NA,192.2,NA,NA,NA
"10/01/2013","11:59 PM",NA,152.8,NA,NA,NA
"11/1/2013","1:00 AM",NA,120.3,NA,NA,NA
"11/1/2013","2:00 AM",NA,98.5,NA,NA,NA
"11/1/2013","3:00 AM",NA,118.9,NA,NA,NA
"11/1/2013","4:00 AM",NA,117.6,NA,NA,NA
"11/1/2013","5:00 AM",NA,112.5,NA,NA,NA
"11/1/2013","6:00 AM",NA,119.1,NA,NA,NA
"11/1/2013","7:00 AM",NA,120.9,NA,NA,NA
"11/1/2013","8:00 AM",NA,134.5,NA,NA,NA
"11/1/2013","9:00 AM",NA,142.7,NA,NA,NA
"11/1/2013","10:00 AM",NA,165.9,NA,NA,NA
"11/1/2013","11:00 AM",NA,161.7,NA,NA,NA
"11/1/2013","12:00 PM",NA,128.8,NA,NA,NA
"11/1/2013","1:00 PM",NA,111.4,NA,NA,NA
"11/1/2013","2:00 PM",NA,102.2,NA,NA,NA
"11/1/2013","3:00 PM",NA,76.9,NA,NA,NA
"11/1/2013","4:00 PM",NA,61.1,NA,NA,NA
"11/1/2013","5:00 PM",NA,63.6,NA,NA,NA
"11/1/2013","6:00 PM",NA,73.5,NA,NA,NA
"11/1/2013","7:00 PM",NA,96.4,NA,NA,NA
"11/1/2013","8:00 PM",NA,133.2,NA,NA,NA
"11/1/2013","9:00 PM",NA,181.7,NA,NA,NA
"11/1/2013","10:00 PM",NA,232.2,NA,NA,NA
"11/1/2013","11:00 PM",NA,208.1,NA,NA,NA
"11/01/2013","11:59 PM",NA,223.6,NA,NA,NA
"12/1/2013","1:00 AM",NA,229.9,NA,NA,NA
"12/1/2013","2:00 AM",NA,202.4,NA,NA,NA
"12/1/2013","3:00 AM",NA,222.3,NA,NA,NA
"12/1/2013","4:00 AM",NA,226.2,NA,NA,NA
"12/1/2013","5:00 AM",NA,215,NA,NA,NA
"12/1/2013","6:00 AM",NA,222.8,NA,NA,NA
"12/1/2013","7:00 AM",NA,326.2,NA,NA,NA
"12/1/2013","8:00 AM",NA,246.9,NA,NA,NA
"12/1/2013","9:00 AM",NA,234.3,NA,NA,NA
"12/1/2013","10:00 AM",NA,277.7,NA,NA,NA
"12/1/2013","11:00 AM",NA,228.8,NA,NA,NA
"12/1/2013","12:00 PM",NA,198.4,NA,NA,NA
"12/1/2013","1:00 PM",NA,173.5,NA,NA,NA
"12/1/2013","2:00 PM",NA,126.6,NA,NA,NA
"12/1/2013","3:00 PM",NA,138.3,NA,NA,NA
"12/1/2013","4:00 PM",NA,183.1,NA,NA,NA
"12/1/2013","5:00 PM",NA,155.4,NA,NA,NA
"12/1/2013","6:00 PM",NA,132.9,NA,NA,NA
"12/1/2013","7:00 PM",NA,134.1,NA,NA,NA
"12/1/2013","8:00 PM",NA,181.9,NA,NA,NA
"12/1/2013","9:00 PM",NA,259.1,NA,NA,NA
"12/1/2013","10:00 PM",NA,366.7,NA,NA,NA
"12/1/2013","11:00 PM",NA,361.4,NA,NA,NA
"12/01/2013","11:59 PM",NA,338,NA,NA,NA
"13/01/2013","1:00 AM",NA,320.9,NA,NA,NA
"13/01/2013","2:00 AM",NA,278.3,NA,NA,NA
"13/01/2013","3:00 AM",NA,269.8,NA,NA,NA
"13/01/2013","4:00 AM",NA,278.7,NA,NA,NA
"13/01/2013","5:00 AM",NA,259.2,NA,NA,NA
"13/01/2013","6:00 AM",NA,234.1,NA,NA,NA
"13/01/2013","7:00 AM",NA,236.7,NA,NA,NA
"13/01/2013","8:00 AM",NA,245.9,NA,NA,NA
"13/01/2013","9:00 AM",NA,247.2,NA,NA,NA
"13/01/2013","10:00 AM",NA,279.6,NA,NA,NA
"13/01/2013","11:00 AM",NA,294.1,NA,NA,NA
"13/01/2013","12:00 PM",NA,195.5,NA,NA,NA
"13/01/2013","1:00 PM",NA,161.7,NA,NA,NA
"13/01/2013","2:00 PM",NA,172.7,NA,NA,NA
"13/01/2013","3:00 PM",NA,195.8,NA,NA,NA
"13/01/2013","4:00 PM",NA,181,NA,NA,NA
"13/01/2013","5:00 PM",NA,200.8,NA,NA,NA
"13/01/2013","6:00 PM",NA,281,NA,NA,NA
"13/01/2013","7:00 PM",NA,325.6,NA,NA,NA
"13/01/2013","8:00 PM",NA,362.9,NA,NA,NA
"13/01/2013","9:00 PM",NA,391.2,NA,NA,NA
"13/01/2013","10:00 PM",NA,426.9,NA,NA,NA
"13/01/2013","11:00 PM",NA,494.1,NA,NA,NA
"13/01/2013","11:59 PM",NA,511.7,NA,NA,NA
"14/01/2013","1:00 AM",NA,545,NA,NA,NA
"14/01/2013","2:00 AM",NA,474.5,NA,NA,NA
"14/01/2013","3:00 AM",NA,463,NA,NA,NA
"14/01/2013","4:00 AM",NA,407.9,NA,NA,NA
"14/01/2013","5:00 AM",NA,377.3,NA,NA,NA
"14/01/2013","6:00 AM",NA,353.6,NA,NA,NA
"14/01/2013","7:00 AM",NA,331.1,NA,NA,NA
"14/01/2013","8:00 AM",NA,275.1,NA,NA,NA
"14/01/2013","9:00 AM",NA,249.1,NA,NA,NA
"14/01/2013","10:00 AM",NA,250,NA,NA,NA
"14/01/2013","11:00 AM",NA,NA,NA,NA,NA
"14/01/2013","12:00 PM",NA,NA,NA,NA,NA
"14/01/2013","1:00 PM",NA,NA,NA,NA,NA
"14/01/2013","2:00 PM",NA,NA,NA,NA,NA
"14/01/2013","3:00 PM",NA,NA,NA,NA,NA
"14/01/2013","4:00 PM",NA,NA,NA,NA,NA
"14/01/2013","5:00 PM",NA,NA,NA,NA,NA
"14/01/2013","6:00 PM",NA,204.9,NA,NA,NA
"14/01/2013","7:00 PM",NA,221.3,NA,NA,NA
"14/01/2013","8:00 PM",NA,266.4,NA,NA,NA
"14/01/2013","9:00 PM",NA,259.9,NA,NA,NA
"14/01/2013","10:00 PM",NA,290.9,NA,NA,NA
"14/01/2013","11:00 PM",NA,368.2,NA,NA,NA
"14/01/2013","11:59 PM",NA,345.6,NA,NA,NA
"15/01/2013","1:00 AM",NA,378.2,NA,NA,NA
"15/01/2013","2:00 AM",NA,325.8,NA,NA,NA
"15/01/2013","3:00 AM",NA,341.5,NA,NA,NA
"15/01/2013","4:00 AM",NA,406,NA,NA,NA
"15/01/2013","5:00 AM",NA,416.3,NA,NA,NA
"15/01/2013","6:00 AM",NA,360.9,NA,NA,NA
"15/01/2013","7:00 AM",NA,319.7,NA,NA,NA
"15/01/2013","8:00 AM",NA,330.8,NA,NA,NA
"15/01/2013","9:00 AM",NA,344.3,NA,NA,NA
"15/01/2013","10:00 AM",NA,378.7,NA,NA,NA
"15/01/2013","11:00 AM",NA,395.5,NA,NA,NA
"15/01/2013","12:00 PM",NA,307.6,NA,NA,NA
"15/01/2013","1:00 PM",NA,301.2,NA,NA,NA
"15/01/2013","2:00 PM",NA,283.3,NA,NA,NA
"15/01/2013","3:00 PM",NA,186.1,NA,NA,NA
"15/01/2013","4:00 PM",NA,143.8,NA,NA,NA
"15/01/2013","5:00 PM",NA,113.2,NA,NA,NA
"15/01/2013","6:00 PM",NA,116.3,NA,NA,NA
"15/01/2013","7:00 PM",NA,122.9,NA,NA,NA
"15/01/2013","8:00 PM",NA,151.1,NA,NA,NA
"15/01/2013","9:00 PM",NA,196.8,NA,NA,NA
"15/01/2013","10:00 PM",NA,223.2,NA,NA,NA
"15/01/2013","11:00 PM",NA,241.3,NA,NA,NA
"15/01/2013","11:59 PM",NA,261.3,NA,NA,NA
"16/01/2013","1:00 AM",NA,276.9,NA,NA,NA
"16/01/2013","2:00 AM",NA,264.7,NA,NA,NA
"16/01/2013","3:00 AM",NA,303.3,NA,NA,NA
"16/01/2013","4:00 AM",NA,322.1,NA,NA,NA
"16/01/2013","5:00 AM",NA,323.3,NA,NA,NA
"16/01/2013","6:00 AM",NA,313.2,NA,NA,NA
"16/01/2013","7:00 AM",NA,301.2,NA,NA,NA
"16/01/2013","8:00 AM",NA,289.8,NA,NA,NA
"16/01/2013","9:00 AM",NA,287.7,NA,NA,NA
"16/01/2013","10:00 AM",NA,300.7,NA,NA,NA
"16/01/2013","11:00 AM",NA,333.8,NA,NA,NA
"16/01/2013","12:00 PM",NA,NA,NA,NA,NA
"16/01/2013","1:00 PM",NA,NA,NA,NA,NA
"16/01/2013","2:00 PM",NA,205.7,NA,NA,NA
"16/01/2013","3:00 PM",NA,188.4,NA,NA,NA
"16/01/2013","4:00 PM",NA,179.7,NA,NA,NA
"16/01/2013","5:00 PM",NA,178.8,NA,NA,NA
"16/01/2013","6:00 PM",NA,212.4,NA,NA,NA
"16/01/2013","7:00 PM",NA,180.6,NA,NA,NA
"16/01/2013","8:00 PM",NA,205,NA,NA,NA
"16/01/2013","9:00 PM",NA,259.1,NA,NA,NA
"16/01/2013","10:00 PM",NA,299.9,NA,NA,NA
"16/01/2013","11:00 PM",NA,314.1,NA,NA,NA
"16/01/2013","11:59 PM",NA,355.2,NA,NA,NA
"17/01/2013","1:00 AM",NA,368.9,NA,NA,NA
"17/01/2013","2:00 AM",NA,341.4,NA,NA,NA
"17/01/2013","3:00 AM",NA,331.4,NA,NA,NA
"17/01/2013","4:00 AM",NA,309.3,NA,NA,NA
"17/01/2013","5:00 AM",NA,286.7,NA,NA,NA
"17/01/2013","6:00 AM",NA,282.1,NA,NA,NA
"17/01/2013","7:00 AM",NA,270.1,NA,NA,NA
"17/01/2013","8:00 AM",NA,258.5,NA,NA,NA
"17/01/2013","9:00 AM",NA,253,NA,NA,NA
"17/01/2013","10:00 AM",NA,267.9,NA,NA,NA
"17/01/2013","11:00 AM",NA,293,NA,NA,NA
"17/01/2013","12:00 PM",NA,306.3,NA,NA,NA
"17/01/2013","1:00 PM",NA,307.2,NA,NA,NA
"17/01/2013","2:00 PM",NA,268.8,NA,NA,NA
"17/01/2013","3:00 PM",NA,234.7,NA,NA,NA
"17/01/2013","4:00 PM",NA,163.8,NA,NA,NA
"17/01/2013","5:00 PM",NA,121.3,NA,NA,NA
"17/01/2013","6:00 PM",NA,98.7,NA,NA,NA
"17/01/2013","7:00 PM",NA,82.5,NA,NA,NA
"17/01/2013","8:00 PM",NA,89.9,NA,NA,NA
"17/01/2013","9:00 PM",NA,101.2,NA,NA,NA
"17/01/2013","10:00 PM",NA,91,NA,NA,NA
"17/01/2013","11:00 PM",NA,86.7,NA,NA,NA
"17/01/2013","11:59 PM",NA,33.7,NA,NA,NA
"18/01/2013","1:00 AM",NA,53.9,NA,NA,NA
"18/01/2013","2:00 AM",NA,26.3,NA,NA,NA
"18/01/2013","3:00 AM",NA,18.1,NA,NA,NA
"18/01/2013","4:00 AM",NA,31.5,NA,NA,NA
"18/01/2013","5:00 AM",NA,24.9,NA,NA,NA
"18/01/2013","6:00 AM",NA,23.7,NA,NA,NA
"18/01/2013","7:00 AM",NA,32.5,NA,NA,NA
"18/01/2013","8:00 AM",NA,26.1,NA,NA,NA
"18/01/2013","9:00 AM",NA,29,NA,NA,NA
"18/01/2013","10:00 AM",NA,42.7,NA,NA,NA
"18/01/2013","11:00 AM",NA,51.6,NA,NA,NA
"18/01/2013","12:00 PM",NA,59.9,NA,NA,NA
"18/01/2013","1:00 PM",NA,72.8,NA,NA,NA
"18/01/2013","2:00 PM",NA,94.3,NA,NA,NA
"18/01/2013","3:00 PM",NA,70.7,NA,NA,NA
"18/01/2013","4:00 PM",NA,52.2,NA,NA,NA
"18/01/2013","5:00 PM",NA,28.7,NA,NA,NA
"18/01/2013","6:00 PM",NA,25.4,NA,NA,NA
"18/01/2013","7:00 PM",NA,30.7,NA,NA,NA
"18/01/2013","8:00 PM",NA,39.7,NA,NA,NA
"18/01/2013","9:00 PM",NA,50.2,NA,NA,NA
"18/01/2013","10:00 PM",NA,79.4,NA,NA,NA
"18/01/2013","11:00 PM",NA,85.1,NA,NA,NA
"18/01/2013","11:59 PM",NA,98.4,NA,NA,NA
"19/01/2013","1:00 AM",NA,91.1,NA,NA,NA
"19/01/2013","2:00 AM",NA,94.2,NA,NA,NA
"19/01/2013","3:00 AM",NA,110.3,NA,NA,NA
"19/01/2013","4:00 AM",NA,113.8,NA,NA,NA
"19/01/2013","5:00 AM",NA,111.7,NA,NA,NA
"19/01/2013","6:00 AM",NA,121.1,NA,NA,NA
"19/01/2013","7:00 AM",NA,121,NA,NA,NA
"19/01/2013","8:00 AM",NA,108.7,NA,NA,NA
"19/01/2013","9:00 AM",NA,118.5,NA,NA,NA
"19/01/2013","10:00 AM",NA,138.9,NA,NA,NA
"19/01/2013","11:00 AM",NA,150.6,NA,NA,NA
"19/01/2013","12:00 PM",NA,143.1,NA,NA,NA
"19/01/2013","1:00 PM",NA,104.6,NA,NA,NA
"19/01/2013","2:00 PM",NA,84.7,NA,NA,NA
"19/01/2013","3:00 PM",NA,54.6,NA,NA,NA
"19/01/2013","4:00 PM",NA,50.2,NA,NA,NA
"19/01/2013","5:00 PM",NA,52.6,NA,NA,NA
"19/01/2013","6:00 PM",NA,48.4,NA,NA,NA
"19/01/2013","7:00 PM",NA,68.4,NA,NA,NA
"19/01/2013","8:00 PM",NA,102,NA,NA,NA
"19/01/2013","9:00 PM",NA,143.3,NA,NA,NA
"19/01/2013","10:00 PM",NA,170.6,NA,NA,NA
